id,Label,subcat1,subcat2,obj1,pb1,obj2,pb2,obj3,pb3,obj4,pb4,obj5,pb5,obj6,pb6,black,red,green,blue,yellow,magenta,cyan,maroon,purple,orange,gray,white,booksDay,price
0345542924,"Top Secret Twenty-One (Stephanie Plum) Hardcover","Humor & Entertainment",Humor,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.1106603561,0.0,0.107054315979,0.00845165652468,24.1125760649,0.0,0.0,0.642325895876,8.11077304485,3.57786792878,42.2188415596,14.1114491774,D,10.99
0375813659,"Magic Tree House Boxed Set, Books 1-4: Dinosaurs Before Dark, The Knight at Dawn, Mummies in the Morning, and Pirates Past Noon Paperback","Children's Books","Fairy Tales, Folk Tales & Myths",person,80.867999792099,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.16270589715,0.00251477429901,0.0,0.0,0.00502954859801,0.0,0.0,4.18961398215,0.0704136803722,0.0276625172891,49.033069282,44.5089903181,E,10.68
1419708457,"Rosie Revere, Engineer Hardcover","Children's Books","Growing Up & Facts of Life",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.183960404713,0.0394200867242,0.0,0.010220022484,0.556261223775,0.0,0.0116800256961,10.433182953,0.00438000963602,0.681821500007,11.845006059,76.2340677149,E,8.38
1477849297,"The Sworn Sword: The Graphic Novel (A Game of Thrones) Paperback","Comics & Graphic Novels","Graphic Novels",paddle,84.82166528701782,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24.3652173913,0.0,0.0,0.0,0.0985507246377,0.0,0.0,1.64057971014,0.666666666667,0.0173913043478,63.9565217391,9.25507246377,E,7.11
014241543X,"If I Stay Paperback","Teen & Young Adult","Literature & Fiction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24.5938044639,0.163040422781,0.0,0.0,0.0,0.0,0.0,0.930454826559,0.140552088604,0.0,47.4082194861,26.763928712,A,4.99
0307120007,"Pat the Bunny (Touch and Feel Book) Plastic Comb","Children's Books","Early Learning",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.28364305593,0.0,0.0,0.0,0.0,0.0,0.0,0.407352545112,0.00561091659934,0.0,2.51817936978,94.7852141126,E,11.8
0143124544,"Me Before You (Me Before You Trilogy) Paperback","Literature & Fiction","Genre Fiction","stop sign",99.99969005584717,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10.9536231884,66.4202898551,0.0,0.0,0.0,0.0,0.0,4.35942028986,0.124637681159,0.533333333333,2.61739130435,14.9913043478,D,6.99
0385738765,"The Scorch Trials (Maze Runner, Book 2) Paperback","Children's Books","Growing Up & Facts of Life",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32.9113924051,0.0,0.0,0.0,0.0,0.0,0.0,11.7383608668,1.54741471787,1.77000643639,42.8824286634,9.15039691053,D,5.64
0142410705,"An Abundance of Katherines Paperback","Teen & Young Adult","Literature & Fiction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.8635235732,0.115798180314,0.0,0.0,0.231596360629,0.0,0.0,0.184725668597,0.0689274882823,0.046870692032,5.97463468431,88.5139233526,D,4.99
0312367546,"A Wrinkle in Time (Time Quintet) Paperback","Children's Books","Science Fiction & Fantasy",person,80.52889704704285,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,45.1443772922,0.0,0.0,0.0,7.2059507206,0.0,0.0,7.74833410817,0.00258277803606,18.6605713105,19.840900873,1.39728291751,E,3.74
0060652926,"Mere Christianity Paperback","Christian Books & Bibles","Christian Living",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.02402862986,0.0,0.0,0.0,0.0357873210634,0.0,0.0,1.73312883436,0.00766871165644,32.0245398773,11.6998977505,46.4749488753,E,7.99
1607743949,"Jerusalem: A Cookbook Hardcover","Cookbooks, Food & Wine","Regional & International",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29.7234392114,0.205366922234,0.0,0.0,0.0798649142023,0.0,0.0,8.39494341,0.221339905075,2.02628696605,30.9008762322,28.4478824388,E,16.14
1933107987,"Study Manual for the Test of Essential Academic Skills, Version 5: Reading, Mathematics, Science, English and Language Usage","New, Used & Rental Textbooks","Medicine & Health Sciences",person,85.8403205871582,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.414247450465,4.83787785523,0.0,0.0,14.9777903475,0.0,0.0,5.32532565839,0.148064349765,0.715367083132,34.3060107471,39.2753165083,E,25.67
159562015X,"StrengthsFinder 2.0 Hardcover","Business & Money","Management & Leadership",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11.8097295267,0.0469571750563,0.0,0.0,0.0,0.0,0.0,0.694966190834,0.0633921863261,0.136175807663,2.10133358377,85.1474455297,B,14.49
0307588378,"Gone Girl Paperback","Mystery, Thriller & Suspense","Thrillers & Suspense",digital_clock,8.591384440660477,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89.234124714,1.66976544622,0.0,0.0,0.0,0.0,0.0,1.36227116705,0.227045194508,0.105477688787,5.64573798627,1.7555778032,A,8.52
0307352153,"Quiet: The Power of Introverts in a World That Can't Stop Talking Paperback",Self-Help,Relationships,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,9.78576243369,0.0,0.0,0.0,0.0,0.0,0.325312857185,0.18170628059,0.0117229858445,87.5794964978,2.11599894493,D,2.99
